1	1	5	1106496000000
2	1	4	1106150400000
3	2	1	1106150400000
4	3	2	1107100800000
5	4	4	1106064000000
6	4	3	1104508800000
7	4	4	1105372800000
8	5	5	1104854400000
9	6	5	1104681600000
10	6	3	1106150400000
3	6	1	1106150400000
11	7	4	1104854400000
12	8	3	1105372800000
13	8	3	1107014400000
14	9	4	1105113600000
15	10	3	1106841600000
3	10	1	1106928000000
16	11	3	1105027200000
17	11	4	1105027200000
18	11	5	1105286400000
19	12	1	1105113600000
20	12	5	1106064000000
3	12	1	1106150400000
21	13	3	1106150400000
22	13	3	1105200000000
23	13	5	1106064000000
24	13	3	1104768000000
25	13	2	1105113600000
26	13	1	1106755200000
2	13	2	1105027200000
27	13	5	1106064000000
28	13	4	1105372800000
29	13	3	1106064000000
30	13	2	1106150400000
21	14	4	1106150400000
31	14	4	1106064000000
32	14	4	1105200000000
33	14	5	1104508800000
34	14	4	1104681600000
35	14	4	1105372800000
36	14	3	1106236800000
37	14	2	1106582400000
19	15	3	1104854400000
2	15	4	1105545600000
38	16	4	1105200000000
39	17	3	1106064000000
40	18	5	1105113600000
41	18	3	1106064000000
42	18	4	1106582400000
43	19	4	1106064000000
44	19	3	1105545600000
45	20	3	1106496000000
19	20	1	1105113600000
46	20	3	1105459200000
15	20	4	1106841600000
47	21	4	1106064000000
48	22	3	1104681600000
49	22	1	1105459200000
19	22	3	1105113600000
50	22	4	1106064000000
51	22	1	1106582400000
23	22	3	1106150400000
52	22	3	1106668800000
53	22	3	1106064000000
54	22	4	1106150400000
55	22	5	1106150400000
56	22	3	1104768000000
6	22	3	1105200000000
57	22	4	1105459200000
58	22	5	1104940800000
59	22	4	1106064000000
60	22	4	1107100800000
61	22	3	1106668800000
62	22	4	1107100800000
63	22	3	1106409600000
64	22	4	1105113600000
65	22	3	1104768000000
66	22	4	1107100800000
67	22	4	1104681600000
18	22	4	1104768000000
68	22	5	1105286400000
69	22	1	1106150400000
30	22	4	1106150400000
70	23	2	1105459200000
71	23	3	1104681600000
46	23	4	1107100800000
72	23	1	1106928000000
73	23	3	1107014400000
3	23	3	1106150400000
74	23	3	1105372800000
75	23	3	1105286400000
19	24	4	1106064000000
3	24	1	1106150400000
19	25	1	1106064000000
76	26	5	1106409600000
11	27	3	1106064000000
77	28	5	1104681600000
78	28	4	1106582400000
21	29	4	1106150400000
79	29	2	1104681600000
